Project,Version,S-WordCount,S-LineCount,S-Density,S-ParaCount,S-FunCalls,S-VarCount,S-RepWords,S-ComPer,S-MaxDepth,S-BlockCount,S-CycCom,D-AvgD,D-AvgInD,D-AvgOutD,D-FaultyD,D-FaultyInD,D-FaultyOutD,D-DiDiameter,D-UndiDiameter,D-Avg-Closeness,D-AvgInCloseness,D-AvgOutCloseness,D-FaultyCloseness,D-WeiEdgeSum,D-#AboveAvgD,D-#AboveAvgInD,D-#AboveAvgOutD,D-#DiCircles,D-#WeakGroups,T-#T,T-#PT,T-#FT,T-%PT,T-%FT,T-#E,T-#VE,T-#NVE,T-#V,T-Spa,T-Cov,T-CovPT,T-CovFT,T-AvgVE,T-AvgVEPT,T-AvgVEFT,T-#VEP^FT,T-%VEP^FT,B-RepairActions,B-RepairPatterns,B-RepairTools,B-Files,B-Methods,B-Classes,B-LinesAdd,B-LinesRem,B-LinesMod,B-SizeInLines,B-Chunks,B-SpreadAllLines,B-SpreadCodeOnly,L-Rank,L-10,L-5-10,L-5,L-1,L-Inverse,L-3,L-4
Closure,76,33.8153242430156,9.41285706815926,3.87838822021195,1.42486279743947,4.39689518238051,1.09885963478442,4.40744129875761,0.206591626965844,1.66315598744602,2.37380003768043,3.88634850738497,3.6424,1.8212,1.8212,10.5,2,8.5,37,19,0.1154,0.001,0.0016,0.1419,1.8212,297,311,340,86,3,108,104,4,0.963,0.037,3107,1736,1371,79642,0.2373,0.5587,0.5552,0.1999,737.4259,742.6538,601.5,610,0.3514,9,4,2,1,2,1,37,6,0,43,11,73,48,5,1,1,1,2,0.2,2,2
Closure,77,33.8068484917629,9.40973397971298,3.87871374090217,1.42473149071337,4.39555470229776,1.09912384953817,4.40574947364215,0.20645529976139,1.66336896055056,2.37410788790109,3.88413411698792,2.7253,1.3626,1.3626,2,1,1,31,21,0.1227,0.0023,0.0029,0.1111,1.3626,168,84,127,13,1,3471,3470,1,0.9997,0.0003,2445,1799,646,1445949,0.1704,0.7358,0.7358,0.0888,416.5799,416.6375,217,217,0.1206,2,2,0,1,1,1,1,0,0,1,1,0,0,4,1,1,1,2,0.25,2,1
Closure,78,33.8068893792949,9.40944776698878,3.87870539780739,1.42473149071337,4.39567736489384,1.09912384953817,4.40551777762732,0.206420551075515,1.66336896055056,2.37410788790109,3.88390242097309,3.2235,1.6117,1.6117,6,1,5,37,19,0.1448,0.0013,0.0019,0.1624,1.6117,214,224,257,52,1,157,156,1,0.9936,0.0064,2995,1683,1312,94367,0.2007,0.5619,0.5619,0.1606,601.0637,601.8333,481,481,0.2858,1,1,2,1,1,1,0,2,0,2,2,6,6,8,1,2,2,2,0.125,2,2
Closure,79,33.8317553441448,9.41263562365286,3.87586143781569,1.42581201873145,4.39384006772174,1.09808287165371,4.41517189704597,0.207024980109434,1.65980210099561,2.37074318946417,3.88395507187839,3.4526,1.7263,1.7263,7,1,6,35,19,0.1012,0.0012,0.0019,0.1197,1.7263,248,270,292,53,3,5668,5663,5,0.9991,0.0009,3174,2451,723,3152046,0.1752,0.7722,0.7722,0.1506,556.1126,556.2289,424.4,478,0.195,3,1,0,2,2,2,1,0,1,2,2,0,0,2,1,1,1,2,0.5,1,1
Closure,80,33.8318219180908,9.41237267603678,3.87604425554776,1.42575464720694,4.39402765840012,1.09820810964023,4.41483724131064,0.207031362190016,1.65987582664704,2.37070807239729,3.88376642282015,3.3445,1.6723,1.6723,9.5,1.5,8,33,20,0.1425,0.0019,0.0023,0.1684,1.6723,127,123,169,23,1,5625,5623,2,0.9996,0.0004,2293,1735,558,2205946,0.171,0.7567,0.7567,0.0959,392.1682,392.2364,200.5,220,0.1268,1,1,0,1,2,1,2,0,0,2,2,1648,989,1,1,1,1,1,1,1,1
Closure,81,33.7998265437315,9.4103239846899,3.88396165245081,1.42453868420118,4.39150352571913,1.09731957401776,4.41991959928531,0.205525058666597,1.6581806570594,2.36785497889899,3.89054032026014,2.7321,1.3661,1.3661,0,0,0,11,17,0.1329,0.0046,0.0059,0.0045,1.3661,72,63,51,7,2,5698,5697,1,0.9998,0.0002,1028,776,252,1489782,0.2543,0.7549,0.7549,0.1965,261.457,261.4674,202,202,0.2603,4,1,0,1,1,1,7,0,0,7,1,0,0,5,1,1,1,2,0.2,2,2
Closure,82,33.7484023822106,9.39789173267926,3.89237600918825,1.42036099349183,4.37695861121187,1.0965684699006,4.42221743706532,0.2058491695965,1.65817372397587,2.36618983990837,3.8812284648491,4.1084,2.0542,2.0542,9,5,4,32,18,0.1413,0.0009,0.0012,0.1634,2.0542,322,208,286,192,2,6350,6348,2,0.9997,0.0003,3231,2639,592,3422871,0.1668,0.8168,0.8168,0.2699,539.0348,539.0428,513.5,872,0.3304,2,2,0,1,1,1,2,0,1,3,1,0,0,62,2,3,2,2,0.016129032258065,2,2
Closure,83,33.8116230794208,9.41362979261907,3.90072199501519,1.42786125343154,4.38884283588716,1.09808809263242,4.43127074753772,0.207208898414872,1.66140951148475,2.36921276502742,3.89328422506408,2.3636,1.1818,1.1818,2,1,1,14,14,0.1867,0.015,0.0224,0.219,1.1818,23,10,19,2,1,54,53,1,0.9815,0.0185,4115,2297,1818,64534,0.2904,0.5582,0.5582,0.0027,1195.0741,1217.4151,11,11,0.0048,2,1,0,1,1,1,3,0,1,4,1,0,0,2,1,1,1,2,0.5,1,1
Closure,84,33.8016250019414,9.40950672164587,3.90122129348217,1.42800215341981,4.38699394145976,1.09780353795196,4.43022243200166,0.207312107998602,1.66129280483654,2.36821551401188,3.89079048477183,2.9552,1.4776,1.4776,0,0,0,26,16,0.1221,0.0039,0.0047,0.0037,1.4776,107,56,84,12,3,5544,5543,1,0.9998,0.0002,1046,769,277,1431549,0.2469,0.7352,0.7352,0.1969,258.2159,258.2253,206,206,0.2679,7,2,0,1,3,1,27,0,0,27,3,465,377,6,1,2,2,2,0.166666666666667,2,2
Closure,85,33.7986803479042,9.41035123580423,3.90053135145292,1.42865507362849,4.38687167902671,1.09721995710491,4.42909537906588,0.207201280868162,1.65998366070131,2.36778460098442,3.89082259027415,3.4946,1.7473,1.7473,9,1.5,7.5,35,19,0.1462,0.0011,0.0016,0.1831,1.7473,265,266,308,62,1,75,73,2,0.9733,0.0267,2913,1651,1262,54728,0.2505,0.5668,0.5616,0.2111,729.7067,735.274,526.5,600,0.3634,9,4,0,1,2,1,7,13,1,21,4,29,22,4,1,1,1,2,0.25,2,1
Closure,86,33.8772578676156,9.43666343128165,3.90196993824088,1.42667082962343,4.40141719075513,1.10054407069249,4.43672170891291,0.208124087779967,1.66083761459664,2.37099546751814,3.90334718674322,4.393,2.1965,2.1965,6,1,5,37,18,0.1479,0.0006,0.0009,0.1812,2.1965,477,319,389,336,2,5367,5360,7,0.9987,0.0013,3486,2653,833,3287430,0.1757,0.761,0.761,0.3282,612.5266,612.0584,971,1144,0.4312,1,3,1,1,1,1,0,0,1,1,1,0,0,2,1,1,1,2,0.5,1,1
Closure,87,33.9286211434266,9.45231901776846,3.90222290499308,1.43071508503024,4.40373590140068,1.10337784698682,4.44466959342435,0.207920115738815,1.6611485345738,2.37260063610581,3.90643629239682,3.4505,1.7252,1.7252,6,2,4,38,18,0.114,0.0012,0.0018,0.1391,1.7252,237,255,281,60,3,113,112,1,0.9912,0.0088,2837,1577,1260,67888,0.2118,0.5559,0.5545,0.1699,600.7788,601.8393,482,478,0.3031,8,1,0,1,1,1,12,0,1,13,4,10,0,12,2,3,2,2,0.083333333333333,2,2
Closure,88,33.9141990074527,9.44941218780448,3.90228903753821,1.43068541584169,4.40201734388129,1.10249597983172,4.44423608263392,0.207899955207025,1.66109482311178,2.37215043639682,3.90532055884474,3.4836,1.7418,1.7418,9,2,7,37,18,0.084,0.0008,0.0009,0.0957,1.7418,358,371,392,81,6,93,86,7,0.9247,0.0753,4198,2395,1803,86086,0.2205,0.5705,0.5624,0.3585,925.6559,943.1977,710.1429,1471,0.6142,5,1,0,1,1,1,6,0,0,6,2,3,0,2,1,1,1,2,0.5,1,1
Closure,89,33.9553022680501,9.45753073685607,3.90008062653075,1.43128937378962,4.40739017339612,1.10318300533288,4.44919881690762,0.207911044858977,1.66321144771934,2.37830336244862,3.90820904968406,3.7433,1.8716,1.8716,11.5,2.5,9,36,18,0.1538,0.001,0.0016,0.1986,1.8716,327,332,365,62,1,442,434,8,0.9819,0.0181,3235,1888,1347,272999,0.1909,0.5836,0.5805,0.2056,617.6448,617.3088,635.875,655,0.3469,3,3,0,2,2,2,3,0,1,4,2,0,0,13,2,3,2,2,0.076923076923077,2,2
Closure,90,34.1223963969488,9.50448417327443,3.89733398812649,1.43611512910811,4.41105419456148,1.10960146578583,4.46210997954208,0.20893363309392,1.66284930781529,2.38161686423176,3.92780863063042,4.0668,2.0334,2.0334,6.5,1,5.5,37,17,0.1403,0.0008,0.0012,0.152,2.0334,334,212,290,147,2,6025,6023,2,0.9997,0.0003,3246,2636,610,3170069,0.1621,0.8121,0.8121,0.277,526.1525,526.0296,896.5,899,0.341,4,2,0,2,2,2,3,0,1,4,2,0,0,3,1,1,1,2,0.333333333333333,1,1
Closure,91,34.1130612034323,9.50401357292982,3.89630168979612,1.43591476725107,4.40740762018625,1.10843924847781,4.46253725166271,0.208886570247603,1.66294942034896,2.38097803080792,3.9255981835326,3.2635,1.6318,1.6318,4,1,3,38,18,0.144,0.0013,0.0018,0.167,1.6318,216,217,267,28,1,97,96,1,0.9897,0.0103,2879,1473,1406,61197,0.2191,0.5116,0.5116,0.1598,630.8969,632.6771,460,460,0.3123,5,2,0,1,1,1,9,0,0,9,1,0,0,22,2,3,2,2,0.045454545454546,2,2
Closure,92,34.1582188276111,9.5114236439319,3.89384967763642,1.43596693896741,4.41349260740371,1.10910085130974,4.46152049049762,0.209034677091719,1.66210760059864,2.38009605895985,3.92217718637421,3.297,1.6485,1.6485,9,1,8,33,19,0.1497,0.0013,0.0018,0.1844,1.6485,206,222,264,30,1,1808,1807,1,0.9994,0.0006,2604,1703,901,932735,0.1981,0.654,0.6505,0.1809,515.8933,515.9181,471,462,0.2713,2,2,0,1,1,1,0,0,1,1,1,0,0,50,2,3,2,2,0.02,2,2
Closure,93,34.1559306181176,9.51073946387697,3.89422584962842,1.43623988538618,4.4130164743996,1.10905496652086,4.46020945893626,0.208926320172691,1.66175592765597,2.37990716981683,3.92121477599028,3.2834,1.6417,1.6417,9,1,8,33,19,0.1497,0.0013,0.0018,0.1846,1.6417,204,222,263,29,1,1801,1800,1,0.9994,0.0006,2600,1698,902,927868,0.1982,0.6531,0.6496,0.1812,515.196,515.2206,471,462,0.2721,2,2,0,1,1,1,0,0,1,1,1,0,0,49,2,3,2,2,0.020408163265306,2,2
Closure,94,34.1589698807092,9.51321587181113,3.88866701269884,1.43674066049175,4.41403783698916,1.11035040194468,4.45957690295087,0.208967005813417,1.6621918864423,2.38084449511074,3.91936381755812,3.1355,1.5678,1.5678,9,3,6,35,19,0.141,0.0012,0.0016,0.1833,1.5678,221,213,276,26,1,5150,5147,3,0.9994,0.0006,2929,2205,724,2686828,0.1781,0.7528,0.7528,0.1786,521.7142,521.7853,399.6667,523,0.2372,3,2,0,1,1,1,19,0,0,19,3,8,6,1,1,1,1,1,1,1,1
Closure,95,34.3481284036899,9.58190810690394,3.87453285177126,1.43314883323513,4.43694906899671,1.11796586255456,4.47751790631808,0.209014021503171,1.67283935903069,2.39737670584952,3.96222847641191,4.1179,2.0589,2.0589,22,3,19,36,17,0.1422,0.0007,0.0009,0.1885,2.0589,385,254,326,164,2,2283,2281,2,0.9991,0.0009,3347,2394,953,1852650,0.2425,0.7153,0.7153,0.2823,811.498,811.4757,837,945,0.3947,4,1,0,1,1,1,7,0,0,7,2,3,0,160,2,3,2,2,0.00625,2,2
Closure,96,34.3750179056999,9.58667446865325,3.87376559602905,1.43274247439343,4.43890214437918,1.11699356526383,4.47854999592058,0.208956903903907,1.67347242428812,2.39772069384064,3.96287505308149,3.8361,1.918,1.918,11,1,10,37,17,0.1365,0.0009,0.0013,0.15,1.918,402,375,437,103,2,5075,5074,1,0.9998,0.0002,3164,2410,754,2877746,0.1792,0.7617,0.7617,0.2544,567.0435,566.9966,805,805,0.334,3,3,0,1,1,1,3,0,1,4,3,3,1,12,2,3,2,2,0.083333333333333,2,2
Closure,97,34.5323781147381,9.64018203397834,3.85877073212881,1.4457090240024,4.44864282093741,1.11346065663205,4.50085836403412,0.208027395281289,1.6614737259256,2.38652964384117,3.97585378652139,3.1495,1.5747,1.5747,7,1,6,37,19,0.1284,0.0015,0.0021,0.163,1.5747,180,196,223,28,2,83,82,1,0.988,0.012,2518,1310,1208,45377,0.2171,0.5203,0.5187,0.1644,546.7108,548.3293,414,410,0.313,3,2,0,1,1,1,1,0,1,2,1,0,0,2,1,1,1,2,0.5,1,1
Closure,98,34.0809251323569,9.5308285281408,3.83627133530673,1.44831658944406,4.38343005160778,1.09973157636906,4.46997198938738,0.206284439372978,1.65426459807662,2.37312545076014,3.94922668558131,3.695,1.8475,1.8475,3,2,1,38,17,0.1589,0.0011,0.0016,0.1719,1.8475,293,296,317,57,1,372,371,1,0.9973,0.0027,2862,1515,1347,196359,0.1844,0.5294,0.5262,0.1943,527.8468,527.7709,556,547,0.3611,6,3,0,1,2,2,19,0,0,19,5,201,127,36,2,3,2,2,0.027777777777778,2,2
Closure,99,34.0732353815777,9.52875162281186,3.83646207249116,1.44840457733693,4.38084985553165,1.09902884639804,4.46936506845526,0.206267960357652,1.65355991281908,2.37243249722165,3.94782122563927,3.2196,1.6098,1.6098,11,1,10,35,17,0.1426,0.0013,0.0019,0.183,1.6098,222,228,251,32,1,76,73,3,0.9605,0.0395,2645,1303,1342,43348,0.2156,0.4926,0.4919,0.1686,570.3684,578.3014,377.3333,444,0.3408,6,3,0,1,1,1,5,0,1,6,4,39,26,11,2,3,2,2,0.090909090909091,2,2
Closure,100,34.0121970092603,9.50754616698602,3.83935772137622,1.44721311620218,4.36608352343597,1.09317361938067,4.4706664247969,0.20514821249363,1.65258047054556,2.36977937834119,3.93933365107981,3.309,1.6545,1.6545,4.5,1,3.5,35,17,0.1472,0.0015,0.0025,0.1601,1.6545,189,199,215,27,1,72,63,9,0.875,0.125,2640,1292,1348,41420,0.2179,0.4894,0.4894,0.1364,575.2778,608.4444,343.1111,360,0.2786,6,2,0,1,1,1,7,0,1,8,2,47,34,2,1,1,1,2,0.5,1,1
Closure,101,33.7310881461841,9.5376484178415,3.79775465807316,1.43924275784897,4.3190604558506,1.08359554793492,4.50033702128431,0.202522479040698,1.65617398064392,2.37163464504308,3.99469486396451,3.1563,1.5782,1.5782,8,1,7,32,17,0.1216,0.0011,0.0015,0.1362,1.5782,242,248,272,37,2,22,21,1,0.9545,0.0455,4320,2226,2094,26147,0.2751,0.5153,0.5074,0.2618,1188.5,1191.2381,1131,1097,0.4928,2,1,0,1,1,1,1,3,0,4,2,1,0,20,2,3,2,2,0.05,2,2
Closure,102,33.9146138298722,9.59668048205716,3.79657329422185,1.43814084903053,4.34225869194082,1.09323999741371,4.51680124083969,0.2015339273548,1.66044468676661,2.38339404036902,4.02742190879636,3.2759,1.6379,1.6379,0,0,0,33,19,0.1101,0.0011,0.0013,0.0011,1.6379,245,262,278,41,3,776,775,1,0.9987,0.0013,4246,2384,1862,400780,0.1216,0.5615,0.5553,0.3502,516.4691,515.2168,1487,1461,0.6128,1,2,0,1,1,1,1,1,0,2,2,5,5,111,2,3,2,2,0.009009009009009,2,2
Closure,103,33.923834262578,9.59893880736145,3.79252867925991,1.43830907805882,4.35045749136964,1.09491183245324,4.51268972437194,0.201110691185548,1.66140881433421,2.38661036137103,4.03615406282241,3.9887,1.9944,1.9944,6,1.5,4.5,34,17,0.1425,0.0007,0.001,0.1675,1.9944,480,482,516,131,2,1482,1479,3,0.998,0.002,3309,2305,1004,1013799,0.2067,0.6966,0.6966,0.2774,684.0749,684.3861,530.6667,918,0.3983,5,4,0,2,2,2,8,0,0,8,3,3,0,14,2,3,2,2,0.071428571428571,2,2
Closure,104,33.9232054663882,9.59887637369722,3.79250953229329,1.43830907805882,4.35025413600615,1.09491183245324,4.51268972437193,0.20110152775687,1.66140881433421,2.38661036137103,4.03618795538299,3.125,1.5625,1.5625,4,1,3,10,9,0.2407,0.0198,0.0266,0.2972,1.5625,23,20,26,7,1,4336,4335,1,0.9998,0.0002,771,714,57,819970,0.2453,0.9261,0.9261,0.1971,189.1075,189.116,152,152,0.2129,2,2,0,1,1,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1
Closure,105,33.9699306375286,9.6221353053051,3.78727162709278,1.44403874270705,4.34263982418685,1.0921419029117,4.52085348582358,0.198631027986055,1.65723873369459,2.38204871524308,4.04007044730642,3.2585,1.6293,1.6293,18,1,17,37,17,0.1348,0.0015,0.0022,0.1748,1.6293,181,198,215,29,2,104,103,1,0.9904,0.0096,2510,1250,1260,45882,0.1758,0.498,0.4932,0.1689,441.1731,441.3398,424,412,0.3296,7,3,0,1,1,1,2,0,5,7,5,19,16,6,1,2,2,2,0.166666666666667,2,2
Closure,106,34.3795468202057,9.83649893900628,3.75761165891515,1.437656852866,4.36261043791844,1.10820942086279,4.53208350054921,0.202993745145793,1.66508785675947,2.41268555925782,4.12194909202222,3.443,1.7215,1.7215,3.5,2.5,1,35,18,0.1285,0.001,0.0016,0.128,1.7215,273,288,307,55,2,1206,1202,4,0.9967,0.0033,2558,1644,914,584357,0.1894,0.6427,0.6407,0.2326,484.5415,484.5391,485.25,590,0.3589,4,3,0,2,2,2,4,2,0,6,3,1,1,4,1,1,1,2,0.25,2,1
Closure,107,28.8987225152997,8.21888729776479,3.68565582733994,1.46522482449864,3.60655350278284,0.965689013676855,3.90803458805513,0.186041832463154,1.55098998384787,2.19807395464068,3.17398527163394,2.6943,1.3471,1.3471,9,1,8,18,20,0.1154,0.0024,0.0032,0.1478,1.3471,153,89,116,12,3,116,115,1,0.9914,0.0086,6272,3697,2575,194766,0.2677,0.5894,0.589,0.1821,1679.0172,1683.687,1142,1139,0.3081,1,1,0,1,1,1,1,0,0,1,1,0,0,44,2,3,2,2,0.022727272727273,2,2
Closure,108,28.8974615184056,8.21872165458444,3.68565093627306,1.46522482449864,3.60634519244181,0.965689013676855,3.90797802696916,0.18604064869937,1.55098998384786,2.19807395464068,3.17392871054796,3.5805,1.7903,1.7903,15,1,14,36,18,0.1157,0.0009,0.0011,0.1338,1.7903,378,374,418,67,3,451,450,1,0.9978,0.0022,4506,3031,1475,477870,0.2351,0.6727,0.6727,0.1673,1059.5787,1060.2578,754,754,0.2488,4,1,0,1,3,1,3,0,1,4,4,322,230,20,2,3,2,2,0.05,2,2
Closure,109,28.905327061934,8.22218062895179,3.68510461318961,1.46550615222492,3.60015990599158,0.968380089708367,3.90624997451292,0.186186849563905,1.55129074191494,2.19725359071816,3.17384721107798,2.6174,1.3087,1.3087,2,1,1,21,19,0.1578,0.0073,0.0108,0.1581,1.3087,49,32,34,4,1,6100,6098,2,0.9997,0.0003,1607,1373,234,2640587,0.2694,0.8544,0.8544,0.1736,432.8831,432.9341,277.5,279,0.2032,5,3,0,1,1,1,4,0,1,5,1,0,0,3,1,1,1,2,0.333333333333333,1,1
Closure,110,28.8916161837805,8.22414485378696,3.68755654419401,1.46541149196325,3.59091223021515,0.96499459824157,3.90940388011857,0.186905911409236,1.54946640027141,2.19481808525716,3.17808820760333,3.5258,1.7629,1.7629,5,0.5,4.5,38,20,0.115,0.001,0.0015,0.0648,1.7629,304,313,346,60,3,8102,8100,2,0.9998,0.0002,4479,3758,721,5964155,0.1644,0.839,0.839,0.1295,736.1337,736.1727,578,580,0.1543,12,7,0,2,2,2,21,0,4,25,12,47,22,4,1,1,1,2,0.25,2,1
Closure,111,32.4202960030359,9.24568627593741,3.67598925519543,1.35521403059419,4.17769100289888,1.13034198088816,4.2423131900271,0.21992585707806,1.64049699717245,2.39746042091659,3.69649849826688,2.9671,1.4836,1.4836,1,1,0,33,19,0.139,0.002,0.0024,0.1028,1.4836,222,117,161,21,1,2497,2496,1,0.9996,0.0004,3705,2795,910,2251863,0.2434,0.7544,0.7544,0.1255,901.8274,902.0024,465,465,0.1664,3,2,1,1,1,1,1,0,1,2,1,0,0,1,1,1,1,1,1,1,1
Closure,112,32.4291869594195,9.25816540255694,3.66925336910036,1.35740470014283,4.17859934413979,1.12180332279076,4.2442522917543,0.221134104729115,1.64189478990011,2.40204847612149,3.70530760295916,4.6018,2.3009,2.3009,12,1,11,33,18,0.1461,0.0006,0.0009,0.1904,2.3009,507,320,416,172,2,3218,3216,2,0.9994,0.0006,4346,3356,990,3525803,0.2521,0.7722,0.7722,0.2821,1095.6504,1095.583,1204,1226,0.3653,6,1,0,1,1,1,6,0,3,9,1,0,0,51,2,3,2,2,0.019607843137255,2,2
Closure,113,32.4285926773764,9.25797266243488,3.66925434383937,1.35740470014283,4.17852706659402,1.12161058266869,4.24441290852269,0.221135222855681,1.64189478990011,2.40204847612149,3.70526744876706,3.458,1.729,1.729,9,1,8,38,18,0.1155,0.001,0.0014,0.1348,1.729,301,316,341,43,3,2641,2640,1,0.9996,0.0004,3915,2912,1003,2316658,0.2241,0.7438,0.7438,0.1525,877.1897,877.2958,597,597,0.205,2,2,1,1,1,1,0,0,1,1,1,0,0,2,1,1,1,2,0.5,1,1
Closure,114,32.4282784271774,9.25797266243487,3.66924033558954,1.35740470014283,4.17847585545047,1.12161058266869,4.24445306271479,0.221135183700804,1.64189478990011,2.40204847612149,3.70519063205174,3.7237,1.8618,1.8618,6,1,5,34,18,0.0959,0.0008,0.001,0.114,1.8618,427,432,471,85,5,637,636,1,0.9984,0.0016,4251,2812,1439,581120,0.2146,0.6615,0.6613,0.2,912.2763,912.3742,850,849,0.3019,2,2,1,1,1,1,0,0,1,1,1,0,0,15,2,3,2,2,0.066666666666667,2,2
Closure,115,32.4270487111396,9.25803148551478,3.6691835306824,1.35731477737461,4.17883770140912,1.12164537316078,4.24436526846996,0.221143177087992,1.64185463570802,2.40214339480003,3.70520718620499,4.2428,2.1214,2.1214,14,1,13,33,18,0.111,0.0006,0.001,0.1374,2.1214,433,260,364,126,4,692,685,7,0.9899,0.0101,4360,2932,1428,572372,0.1897,0.6725,0.6722,0.242,827.1272,825.8409,953,1054,0.3595,5,1,1,1,1,1,0,11,0,11,2,25,15,13,2,3,2,2,0.076923076923077,2,2
Closure,116,32.425024675105,9.25729856119529,3.6691944822196,1.35731477737461,4.17830378303067,1.12151917427133,4.24430216902524,0.221146948698329,1.64183522049426,2.40194438885897,3.70495478842609,4.1472,2.0736,2.0736,12,1,11,33,18,0.1105,0.0006,0.0008,0.1357,2.0736,466,274,398,129,4,695,687,8,0.9885,0.0115,4780,3217,1563,638131,0.1921,0.673,0.6728,0.2513,918.1741,919.2314,827.375,1200,0.373,5,2,2,1,2,1,12,0,0,12,2,26,15,5,1,1,1,2,0.2,2,2
Closure,117,32.3987805621993,9.25168352056563,3.66927032571666,1.35744306032171,4.16635741602445,1.12202165449833,4.23740232421647,0.220845250313292,1.64188705032581,2.40105273341438,3.70053988160985,4.4562,2.2281,2.2281,11,1,10,31,18,0.1455,0.0007,0.0009,0.1792,2.2281,465,303,385,153,2,7138,7137,1,0.9999,0.0001,4337,3531,806,5548229,0.1792,0.8142,0.8142,0.267,777.2806,777.2273,1158,1158,0.328,9,1,0,1,1,1,12,12,0,24,3,31,20,16,2,3,2,2,0.0625,2,2
Closure,118,32.4207690681614,9.25516494445133,3.67326262700631,1.3574154179431,4.16936235324024,1.12177681435498,4.237976439152,0.220841622182102,1.64209705652949,2.40174960162797,3.70272812173817,4.3023,2.1511,2.1511,10,1,9,35,18,0.1268,0.0006,0.0008,0.153,2.1511,523,331,444,176,3,7132,7130,2,0.9997,0.0003,4832,3948,884,5945915,0.1725,0.8171,0.8171,0.2711,833.6953,833.5677,1288.5,1310,0.3318,2,1,0,1,1,1,3,0,0,3,1,0,0,2,1,1,1,2,0.5,1,1
Closure,119,32.4207019750809,9.25520247108956,3.67323953368272,1.3574154179431,4.16936235324024,1.12177681435498,4.23795407479186,0.220841609203299,1.64209705652949,2.40174960162797,3.70270575737802,3.5199,1.76,1.76,13,1,12,34,17,0.1318,0.0009,0.0013,0.1633,1.76,328,336,377,60,2,906,905,1,0.9989,0.0011,4426,3048,1378,825272,0.2058,0.6887,0.6887,0.1521,910.8962,911.1591,673,673,0.2208,1,2,1,1,1,1,1,0,0,1,1,0,0,92,2,3,2,2,0.010869565217391,2,2
Closure,120,32.4428787795146,9.25820847857149,3.66897570902581,1.35510158755304,4.17331489034597,1.12327957763482,4.23731207589593,0.221004984581859,1.64222046483638,2.40140415900008,3.70060658491552,3.7481,1.8741,1.8741,5,2,3,33,19,0.1354,0.0008,0.0012,0.1459,1.8741,384,393,431,58,2,7124,7123,1,0.9999,0.0001,4133,3340,793,5200843,0.1766,0.8081,0.8081,0.1916,730.0453,730.0366,792,792,0.2371,3,1,1,1,1,1,3,0,0,3,1,0,0,21,2,3,2,2,0.047619047619048,2,2
Closure,121,32.4450322299562,9.25861630999305,3.66895292447884,1.35507319059818,4.17342539153988,1.12332340771732,4.23744925435333,0.22101439991331,1.64230071710011,2.40147576871234,3.70070535693242,3.7481,1.8741,1.8741,13,1,12,33,19,0.1354,0.0008,0.0012,0.1612,1.8741,384,393,431,58,2,460,459,1,0.9978,0.0022,4134,2694,1440,413089,0.2172,0.6517,0.6514,0.1916,898.0196,898.2505,792,791,0.2936,2,2,1,1,1,1,2,0,1,3,2,3,0,36,2,3,2,2,0.027777777777778,2,2
Closure,122,32.4452571285458,9.25954115360716,3.66895465559806,1.35500474859565,4.17238436649808,1.12302132074167,4.23677481074153,0.221113080522952,1.64288626417327,2.40183526287238,3.70091483666886,2.6777,1.3389,1.3389,2,1,1,25,18,0.1399,0.0035,0.0049,0.1678,1.3389,102,53,81,9,1,7168,7165,3,0.9996,0.0004,1322,1109,213,2606847,0.2751,0.8389,0.8389,0.1989,363.6784,363.7206,263,263,0.2372,5,1,0,1,1,1,1,0,1,2,1,0,0,1,1,1,1,1,1,1,1
Closure,123,32.5532039400087,9.30511284304114,3.66360520659495,1.35929074945996,4.1772359055177,1.12302251246429,4.24700429952427,0.21904118663233,1.64607427351566,2.41041016709222,3.71008922466127,3.4313,1.7157,1.7157,51,4,47,31,18,0.1401,0.0014,0.0019,0.1831,1.7157,182,186,230,46,1,4482,4481,1,0.9998,0.0002,3267,2515,752,2429360,0.1659,0.7698,0.7698,0.1041,542.0259,542.071,340,340,0.1352,3,2,0,1,1,1,0,0,1,1,1,0,0,104,2,3,2,2,0.009615384615385,2,2
Closure,124,32.5163662111483,9.30035272428812,3.66205626329603,1.36051312939067,4.16433748243817,1.12012282684302,4.24703059062669,0.218927255759973,1.64640604269726,2.41034095421152,3.7170617138464,3.3326,1.6663,1.6663,5,1,4,36,18,0.1312,0.0011,0.0016,0.1661,1.6663,265,287,307,44,2,315,314,1,0.9968,0.0032,3996,2538,1458,289502,0.23,0.6351,0.6349,0.1476,919.054,920.1019,590,589,0.2321,2,1,2,1,1,1,2,0,0,2,2,1,1,2,1,1,1,2,0.5,1,1
Closure,125,32.2161857577128,9.19898245023909,3.661307789642,1.35878841478612,4.13294617067508,1.11061099102831,4.215514260994,0.21936275903653,1.64203716371399,2.3892981604315,3.66772794003685,4.4837,2.2418,2.2418,9,1,8,32,18,0.1451,0.0007,0.0009,0.1805,2.2418,469,304,390,162,2,7050,7049,1,0.9999,0.0001,4288,3470,818,5456883,0.1805,0.8092,0.8092,0.2717,774.026,773.9705,1165,1165,0.3357,2,2,1,1,1,1,0,0,1,1,1,0,0,19,2,3,2,2,0.052631578947368,2,2
